type,total_price,carat,price_per_carat,color,shape,length,width,height,clarity,cut,color_intensity,origin,treatment,cut_quality
Pink Sapphire,120,0.6,200,Pinkish Purple,Round,5.03,5,3.41,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,120,0.6,200,Pinkish Purple,Round,5.26,5.27,3.11,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,120,0.6,200,Pinkish Purple,Oval,5.22,4.34,3.74,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,120,0.24,500,Pink,Round,3.88,3.89,2.07,Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,120,0.6,200,Pink,Trillion,4.79,5.71,2.74,Very Slightly Included,Trillion Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,120,0.4,300,Purplish Pink,Round,4.52,4.52,2.96,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,120,0.4,300,Purplish Pink,Oval,5.85,3.93,2.29,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,120,0.43,279,Purplish Pink,Radiant,4.7,4.37,2.56,Very Slightly Included,Radiant Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,120,0.24,500,Pink,Fancy,4.06,3.49,2.48,Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Good
Purple Sapphire,120,0.4,300,Purple,Round,4.56,4.46,2.81,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Fair
Purple Sapphire,120,0.3,400,Purple,Oval,4.82,3.67,2.02,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Yellow Sapphire,120,0.6,200,Yellow,Round,5.46,5.47,3,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,120,0.6,200,Orangish Yellow,Oval,6.13,4.09,2.99,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,121,0.48,252,Blue,Oval,5.15,4.07,2.92,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,121,0.48,252,Blue,Oval,6.09,4.03,2.61,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,121,0.55,220,Blue,Oval,6.13,4.1,2.99,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Fair
Purple Sapphire,121,0.55,220,Violet,Oval,6.19,4.14,2.94,Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Purple Sapphire,121,0.55,220,Purple,Oval,6.14,4.14,2.92,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Purple Sapphire,121,0.55,220,Purple,Oval,6.11,4.14,2.8,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,121,0.55,220,Yellow,Oval,6.06,4.11,2.77,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,122,0.61,200,Blue,Round,4.63,4.59,3.53,Slightly Included,Mixed Brilliant,Dark,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,122,0.51,239,Blue,Trillion,5.09,5.01,3.14,Very Slightly Included,Trillion Cut,Light,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,122,0.61,200,Blue,Oval,5.35,4.48,3.22,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Poor
Blue Sapphire,122,0.76,161,Blue,Round,5.32,5.32,3.3,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,122,0.76,161,Blue,Round,5.47,5.46,3.49,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,122,0.61,200,Pink,Round,5.21,5.13,2.96,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,122,0.61,200,Purplish Pink,Round,5.09,5.04,3.42,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,122,0.61,200,Yellow,Pear,6.8,5.2,2.42,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,122,0.47,260,Yellow,Princess,4.31,4.21,2.78,Very Slightly Included,Princess Cut,Vivid,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,122,0.47,260,Yellow,Oval,4.85,4.3,3.1,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,123,0.41,300,Blue,Round,4.54,4.53,2.93,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,123,0.77,160,Blue,Round,5.16,5.14,3.54,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,123,0.41,300,Purplish Pink,Oval,5.55,3.21,2.41,Very Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Fair
Pink Sapphire,123,0.56,220,Pink,Oval,6.12,4.09,2.87,Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Purple Sapphire,123,0.49,251,Purple,Oval,6.04,4.11,2.69,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Poor
Purple Sapphire,123,0.56,220,Purple,Oval,6.18,4.25,2.87,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,123,0.41,300,Yellow,Cushion,4.32,4.23,2.87,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,124,0.31,400,Blue,Cushion,3.79,3.71,2.62,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,124,0.62,200,Blue,Round,4.86,4.83,3.51,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,124,0.62,200,Blue,Round,4.96,4.92,3.45,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,124,0.62,200,Blue,Round,5.02,5,3.08,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Padparadscha Sapphire,124,0.31,400,Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,4.58,3.66,2.08,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,124,0.62,200,Pink,Oval,6.01,4.02,3.1,Very Slightly Included,Mixed Brilliant,Light,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,124,0.62,200,Pink,Cushion,5.19,4.5,3.03,Very Slightly Included,Mixed Brilliant,Very Light,Ceylon (Sri Lanka),No Enhancement,Fair
Purple Sapphire,124,0.31,400,Purple,Oval,4.54,3.7,2.4,Slightly Included,Mixed Brilliant,Light,Ceylon (Sri Lanka),No Enhancement,Good
Purple Sapphire,124,0.31,400,Violet,Oval,4.69,3.62,2.25,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,125,0.52,240,Blue,Emerald Cut,5.33,4.05,2.43,Very Slightly Included,Emerald Cut,Medium,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,125,0.5,250,Blue,Trillion,5.18,5.09,3.13,Very Slightly Included,Trillion Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Green Sapphire,125,0.25,500,Green,Fancy,4.03,3.43,2.64,Very Slightly Included,Step Cut,Medium Light,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,125,0.5,250,Pink,Oval,5.99,4.25,2.73,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,125,0.25,500,Pink,Fancy,4.19,3.53,2.28,Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,125,0.25,500,Pink,Fancy,4.13,3.72,2.26,Very Slightly Included,Mixed Brilliant,Faint,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,125,0.25,500,Pink,Fancy,4.14,3.52,2.4,Very Slightly Included,Mixed Brilliant,Very Light,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,125,0.25,500,Pink,Fancy,4.16,3.64,2.33,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Good
Purple Sapphire,125,0.57,219,Purple,Oval,5.2,4.54,3.25,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Poor
Yellow Sapphire,125,0.57,219,Orangish Yellow,Pear,6.66,4.44,3.03,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,126,0.63,200,Blue,Round,4.8,4.77,3.3,Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,126,0.63,200,Blue,Round,4.98,4.95,3.36,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,126,0.63,200,Blue,Round,5.21,5.12,2.91,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,126,0.35,360,Blue,Oval,4.61,3.67,2.67,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,126,0.42,300,Blue,Emerald Cut,6.01,3.29,1.98,Very Slightly Included,Emerald Cut,Medium,Ceylon (Sri Lanka),No Enhancement,Excellent
Blue Sapphire,126,0.42,300,Blue,Emerald Cut,5.4,3.63,2.09,Very Slightly Included,Emerald Cut,Medium Light,Ceylon (Sri Lanka),No Enhancement,Good
Padparadscha Sapphire,126,0.21,600,Padparadscha (Pinkish-Orange / Orangish-Pink),Round,3.63,3.59,2.43,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
White Sapphire,126,0.84,150,White,Round,5.59,5.54,3.82,Very Slightly Included,Mixed Brilliant,Colorless,Ceylon (Sri Lanka),Heated,Poor
Green Sapphire,127,0.53,240,Green,Cushion,5.11,3.79,3.05,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,128,0.64,200,Blue,Cushion,5.42,4.82,2.66,Very Slightly Included,Mixed Brilliant,Dark,Ceylon (Sri Lanka),Heated,Poor
Blue Sapphire,128,0.64,200,Blue,Heart,5.07,6.28,2.79,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,128,0.64,200,Blue,Fancy,4.86,6.82,2.89,Very Slightly Included,Step Cut,Medium,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,128,0.8,160,Blue,Round,5.1,5.08,3.73,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,128,0.64,200,Bluish Purple,Pear,6.14,4.13,3.3,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,128,0.8,160,Blue,Round,5.19,5.22,3.82,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,128,0.64,200,Blue,Round,5.52,5.55,2.61,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,128,0.64,200,Purplish Pink,Round,5.18,5.12,3.53,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Fair
Purple Sapphire,128,0.64,200,Purple,Oval,6.02,5.06,2.49,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Fair
Purple Sapphire,128,0.51,251,Purple,Oval,6.02,4.14,2.77,Eye Clean,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Fair
Purple Sapphire,128,0.32,400,Purple,Oval,5.95,3.55,1.96,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Excellent
Yellow Sapphire,128,0.58,221,Yellow,Round,5.08,5,3.41,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,128,0.51,251,Yellow,Round,5.06,4.99,3.16,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Good
Yellow Sapphire,128,0.51,251,Yellow,Round,5.03,4.96,3.09,Very Slightly Included,Mixed Brilliant,Faint,Ceylon (Sri Lanka),No Enhancement,Fair
Yellow Sapphire,128,0.58,221,Yellowish Orange,Trillion,5.11,5.07,3.29,Very Slightly Included,Trillion Cut,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,129,0.43,300,Blue,Trillion,4.97,5.09,2.89,Very Slightly Included,Trillion Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,129,0.43,300,Pink,Oval,6.06,4,2.5,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,129,0.43,300,Pinkish Purple,Oval,5.85,3.96,2.5,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,130,0.48,271,Blue,Trillion,5.01,5.18,3.03,Very Slightly Included,Trillion Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,130,0.48,271,Blue,Trillion,5,4.96,3.1,Eye Clean,Trillion Cut,Medium,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,130,0.48,271,Blue,Trillion,5.06,4.99,3.01,Very Slightly Included,Trillion Cut,Medium,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,130,0.52,250,Blue,Oval,6.05,4.04,2.8,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,130,0.54,241,Blue,Emerald Cut,5.9,4.11,2.43,Very Slightly Included,Emerald Cut,Medium,Ceylon (Sri Lanka),Heated,Good
Green Sapphire,130,0.26,500,Green,Fancy,4.09,3.47,2.67,Very Slightly Included,Step Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Green Sapphire,130,0.26,500,Green,Fancy,4.13,3.71,2.32,Slightly Included,Step Cut,Dark,Ceylon (Sri Lanka),No Enhancement,Good
Green Sapphire,130,0.26,500,Green,Fancy,4.12,3.59,2.38,Very Slightly Included,Step Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,130,0.26,500,Purplish Pink,Oval,4.51,3.46,2.18,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,130,0.65,200,Pink,Round,5.58,5.53,2.9,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Poor
Pink Sapphire,130,0.65,200,Purplish Pink,Round,5.2,5.07,3.59,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Poor
Pink Sapphire,130,0.65,200,Pink,Cushion,6.57,3.78,2.71,Very Slightly Included,Mixed Brilliant,Very Light,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,130,0.26,500,Reddish Pink,Round,4.59,4.6,2.67,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Purple Sapphire,130,0.59,220,Purple,Round,5.14,5.09,3.38,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Fair
Purple Sapphire,130,0.65,200,Purple,Cushion,6.61,3.89,2.57,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Fair
Purple Sapphire,130,0.65,200,Purple,Cushion,4.83,4.48,3.42,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Fair
Yellow Sapphire,130,0.65,200,Yellow,Emerald Cut,5.98,3.94,2.83,Very Slightly Included,Emerald Cut,Medium,Ceylon (Sri Lanka),No Enhancement,Poor
Yellow Sapphire,130,0.65,200,Orangish Yellow,Oval,6.17,4.28,2.91,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,130,0.65,200,Yellow,Cushion,5.29,4.5,3.52,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,130,0.59,220,Yellow,Radiant,5.95,4.02,2.94,Eye Clean,Radiant Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,130,0.59,220,Orangish Yellow,Oval,6.09,4.04,3.13,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,132,0.33,400,Blue,Cushion,4.08,3.98,2.42,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,132,0.55,240,Blue,Oval,5.57,4.72,2.55,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Poor
Blue Sapphire,132,0.44,300,Blue,Pear,8.09,4.08,2.61,Very Slightly Included,Princess Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,132,0.66,200,Blue,Princess,4.11,4.07,2.7,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Poor
Blue Sapphire,132,0.55,240,Blue,Emerald Cut,6.04,4.04,2.38,Very Slightly Included,Emerald Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Green Sapphire,132,0.44,300,Green,Radiant,5.44,3.6,2.32,Very Slightly Included,Radiant Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Poor
Green Sapphire,132,0.55,240,Green,Emerald Cut,4.9,4.08,3.16,Very Slightly Included,Asscher,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,132,0.44,300,Pink,Fancy,4.31,3.66,2.2,Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Poor
Pink Sapphire,132,0.48,275,Purplish Pink,Cushion,4.98,4.68,2.58,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Purple Sapphire,132,0.33,400,Purple,Trillion,4.5,4.46,2.33,Very Slightly Included,Trillion Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
White Sapphire,132,0.66,200,White,Oval,5.45,4.15,3.46,Very Slightly Included,Mixed Brilliant,Near Colorless,Ceylon (Sri Lanka),No Enhancement,Fair
Yellow Sapphire,132,0.6,220,Yellow,Round,5.14,5.08,3.38,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,133,0.53,251,Blue,Oval,6.02,4.06,2.9,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,133,0.53,251,Blue,Oval,6.04,4.12,2.85,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,133,0.83,160,Blue,Round,5.52,5.53,3.77,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Padparadscha Sapphire,133,0.38,350,Padparadscha (Pinkish-Orange / Orangish-Pink),Radiant,4.17,3.95,2.74,Very Slightly Included,Radiant Cut,Medium,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,133,0.53,251,Yellow,Round,5.1,5.01,3.16,Very Slightly Included,Mixed Brilliant,Light,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,134,0.67,200,Blue,Round,4.97,4.92,3.6,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,134,0.67,200,Blue,Round,5.55,5.5,2.78,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,134,0.67,200,Blue,Round,5.26,5.23,3.11,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,134,0.67,200,Blue,Round,5.33,5.32,3.08,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Purple Sapphire,134,0.67,200,Purple,Asscher - Octagon,5.13,5.08,2.99,Very Slightly Included,Asscher,Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Yellow Sapphire,134,0.61,220,Yellow,Radiant,5.98,3.86,3.03,Very Slightly Included,Radiant Cut,Medium Light,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,135,0.27,500,Blue,Fancy,4.34,3.72,2.42,Very Slightly Included,Step Cut,Medium Light,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,135,0.27,500,Blue,Round,4.1,3.96,2.33,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,135,0.52,260,Bluish Grey,Radiant,4.72,4.01,3.07,Included,Radiant Cut,Medium,Ceylon (Sri Lanka),No Enhancement,Fair
Green Sapphire,135,0.27,500,Green,Fancy,3.91,3.48,2.75,Slightly Included,Step Cut,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Green Sapphire,135,0.52,260,Green,Emerald Cut,5.1,3.93,2.66,Very Slightly Included,Emerald Cut,Medium Intense,Madagascar,No Enhancement,Poor
Pink Sapphire,135,0.27,500,Pinkish Purple,Fancy,4.16,3.51,2.61,Very Slightly Included,Mixed Brilliant,Light,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,135,0.45,300,Purplish Pink,Oval,6.13,4.08,2.49,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,135,0.52,260,Pink,Fancy,5.02,4.4,2.54,Very Slightly Included,Fancy Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,135,0.27,500,Pinkish Purple,Oval,4.85,3.19,2.23,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,135,0.27,500,Pink,Pear,5,3.6,1.98,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,135,0.27,500,Pink,Round,3.76,3.77,2.7,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,135,0.62,219,Pinkish Purple,Round,5.12,5.13,3.26,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Fair
Purple Sapphire,135,0.27,500,Purple,Fancy,4.22,3.62,2.43,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Purple Sapphire,135,0.27,500,Purple,Oval,4.28,3.37,2.42,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Purple Sapphire,135,0.45,300,Violet,Emerald Cut,4.56,3.9,2.53,Very Slightly Included,Emerald Cut,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Purple Sapphire,135,0.27,500,Purple,Round,3.74,3.74,2.72,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
White Sapphire,135,0.27,500,White,Fancy,4.19,3.55,2.3,Very Slightly Included,Step Cut,Near Colorless,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,136,0.34,400,Blue,Pear,6.07,3.94,2.19,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,136,0.68,200,Blue,Round,4.55,4.55,3.84,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,136,0.34,400,Bluish Purple,Oval,4.65,3.97,2.3,Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,136,0.34,400,Blue,Round,4.03,3.97,2.53,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,136,0.34,400,Blue,Pear,5.22,3.89,2.13,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,136,0.27,500,Pink,Fancy,4.22,3.83,2.23,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Good
Purple Sapphire,136,0.34,400,Purple,Oval,4.89,3.54,2.44,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,137,0.57,240,Blue,Emerald Cut,5.88,4.06,2.55,Very Slightly Included,Emerald Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,137,0.49,280,Purplish Pink,Emerald Cut,5.76,3.93,2.45,Very Slightly Included,Emerald Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,137,0.57,240,Yellow,Oval,5.71,4.52,2.91,Very Slightly Included,Mixed Brilliant,Light,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,138,0.69,200,Blue,Pear,6.88,4.32,2.92,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,138,0.69,200,Blue,Round,4.85,4.8,3.65,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,138,0.55,251,Pink,Cushion,4.65,4.6,3.31,Very Slightly Included,Mixed Brilliant,Light,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,138,0.46,300,Pink,Fancy,6.15,3.8,2.36,Slightly Included,Step Cut,Vivid,Mozambique,Heated,Good
Pink Sapphire,138,0.46,300,Reddish Pink,Oval,6.12,4.03,2.43,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,138,0.46,300,Pink,Oval,6.06,4.09,2.47,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
